track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_name,playlist_id,album_type,album_id,artist_id,explicit,track_popularity,market_id,num_avail_markets,num_artists,playlist_rank,artist_name,followers,genres,artist_popularity,cluster,artist_genre
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbMPoK06pe7d6,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,dominican_republic,184,2,14,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbJPVQvqZqpcM,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,ecuador,184,2,13,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbJHSzlHx2ZJU,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,guatemala,184,2,5,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbKUoIkUXteF6,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,mexico,184,2,12,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbNSiWnkYnziz,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,panama,184,2,19,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
2yzshFeBIwH8tWIqHEFLeD,0.5710000000000001,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,un x100to,37i9dQZEVXbMGcjiWgg253,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,82,peru,184,2,10,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
0O3U5iwTbiXCREMkvotJuN,0.616,0.834,9.0,-3.069,1.0,0.0664,0.06,0.0,0.338,0.746,151.701,165848.0,4.0,EL AMOR DE SU VIDA,37i9dQZEVXbJHSzlHx2ZJU,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,86,guatemala,184,2,6,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
0O3U5iwTbiXCREMkvotJuN,0.616,0.834,9.0,-3.069,1.0,0.0664,0.06,0.0,0.338,0.746,151.701,165848.0,4.0,EL AMOR DE SU VIDA,37i9dQZEVXbKUoIkUXteF6,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,86,mexico,184,2,6,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
5HR7yfhSCeoOHRQN05XnZQ,0.497,0.644,10.0,-4.309,1.0,0.0443,0.188,0.0,0.114,0.779,162.542,169419.0,4.0,QUE VUELVAS,37i9dQZEVXbJHSzlHx2ZJU,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,73,guatemala,184,2,16,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
5HR7yfhSCeoOHRQN05XnZQ,0.497,0.644,10.0,-4.309,1.0,0.0443,0.188,0.0,0.114,0.779,162.542,169419.0,4.0,QUE VUELVAS,37i9dQZEVXbKUoIkUXteF6,album,5i9lMMUZ1QZNsLEE3j50kT,6XkjpgcEsYab502Vr1bBeW,False,73,mexico,184,2,17,Grupo Frontera,1848432,['musica chihuahuense'],86,11,Latin
